arrived_at,num_prefill_tokens,num_decode_tokens
47.460829,206,194
47.625721,4162,50
47.786007,1062,505
47.898495,181,107
47.955098,1074,401
48.017410,191,161
48.267070,420,68
48.384976,4119,32
48.746417,375,154
49.000212,379,44
49.001661,452,51
49.169015,203,161
49.410392,1071,421
49.464258,1104,395
49.607542,377,93
49.666109,385,81
49.716798,406,100
49.842029,396,113
49.922548,4076,90
49.929278,4101,53
50.122548,197,217
50.237549,388,49
50.318435,382,78
50.538972,1074,393
50.854067,418,86
51.166065,61,188
51.344773,391,97
51.476940,1111,388
51.981612,1014,401
52.069466,1316,201
52.146055,1182,591
52.226755,394,72
52.262557,407,104
52.363606,1193,598
52.591458,403,143
52.670252,399,43
52.696341,383,81
52.720363,1095,130
52.773546,1026,400
53.074641,2584,141
53.088113,1510,74
53.096591,416,68
53.140174,410,89
53.335300,4085,47
53.743450,418,140
53.782691,1313,234
53.827104,1070,439
53.828656,427,88
54.082303,463,129
54.269562,14,180
54.363193,411,103
54.434907,2734,68
54.603612,4086,74
54.683200,4080,42
54.689403,407,95
54.742759,377,68
54.791001,393,89
54.876159,4090,34
54.933170,4136,31
54.935414,416,90
55.008800,4085,200
55.029355,686,50
55.122901,4080,92
55.164558,393,86
55.220482,1082,581
55.390143,4089,54
55.475853,407,118
55.851139,375,69
55.934917,1955,95
56.014463,391,85
56.038599,1016,93
56.157622,1116,406
56.172745,432,99
56.283127,2058,101
56.407546,983,402
56.763250,2022,68
57.097576,4085,35
57.473282,4141,45
57.531640,4079,71
57.756141,1062,383
58.029840,1085,413
58.184757,388,77
58.272374,4089,38
58.279969,215,217
58.315720,4086,73
58.420453,4116,58
58.427396,1244,35
58.537181,2731,55
58.586710,1022,415
59.309186,4100,37
59.767630,1154,388
59.841108,4078,52
60.613880,1060,399
60.631177,376,44
61.006388,392,86
61.030333,387,75
61.069246,4082,108
61.070483,398,105
61.194712,404,88
61.533474,4081,482
61.578475,386,142
61.605717,433,107
61.683230,389,100
62.001214,374,7
62.011761,122,171
62.041862,407,95
62.149733,181,91
62.282783,1073,464
62.294749,4091,51
62.338574,1071,415
62.478141,438,81
62.933321,1753,72
62.963685,382,94
63.082905,407,104
63.270564,385,110
63.289998,4073,46
63.407674,1698,39
63.478698,398,79
63.554668,380,74
63.608404,941,103
64.315853,181,111
64.416225,369,59
64.900733,4074,48
65.123199,4078,67
65.415672,2461,46
65.658234,387,87
65.666342,900,396
65.696543,4086,54
65.788100,4089,27
65.815320,4086,41
65.901404,410,98
65.902355,407,89
66.227561,4077,36
66.268738,399,89
66.437774,1044,420
66.809401,1108,53
67.011676,394,92
67.080606,407,96
67.176878,2341,56
67.190358,383,61
67.257635,1060,420
67.381675,437,138
67.383044,397,82
67.778878,1317,181
67.909835,892,60
68.145060,1080,393
68.183650,2641,101
68.216404,4089,39
68.268951,4076,82
68.800114,1091,396
68.858932,1025,76
68.893271,1077,428
69.052519,2698,70
69.185241,404,117
69.315940,4109,56
69.407693,406,101
69.553276,390,86
69.752761,387,68
69.775279,384,145
69.879399,389,73
69.912533,2088,54
70.149245,4084,51
70.155092,2241,86
70.314637,381,78
70.321732,399,120
70.560809,374,59
70.599662,393,92
70.762555,401,85
70.799696,1611,104
70.891998,387,84
70.892737,2054,94
71.032017,4114,55
71.103150,4084,65
71.253886,385,93
71.281664,383,127
71.281914,1086,536
71.549063,382,62
71.616418,392,103
71.748681,4104,39
71.918518,1182,591
72.410077,396,148
72.557971,407,103
72.807308,4121,50
73.303030,387,74
73.355552,387,92
73.478462,401,86
73.563624,25,132
73.775452,4075,26
73.831606,405,85
74.037849,1006,395
74.068374,1062,428
74.196481,4082,59
74.247964,983,391
74.284437,383,64
74.416640,4083,74
74.480087,2596,50
74.573422,2441,37
74.609256,1028,442
74.681195,181,183
74.885556,395,101
75.008355,379,76
75.225406,1085,395
75.493677,426,89
75.508868,391,75
75.575942,1014,429
75.613950,4088,53
75.854334,404,102
76.073313,4084,67
76.190617,396,102
76.247756,390,92
76.256588,4074,58
76.498455,418,85
76.687954,371,68
77.068964,4074,39
77.095601,4356,91
77.214646,120,11
77.286785,1168,452
77.593366,1248,75
77.703088,411,153
77.825395,4092,50
78.037307,2221,174
78.135564,371,108
78.163115,29,195
78.163851,376,95
78.175093,1230,423
78.688958,426,86
79.063260,438,107
79.068396,1070,400
79.391789,411,103
79.585107,416,110
79.734553,389,110
80.139835,2339,34
80.318981,1236,385
80.405156,4073,82
80.459835,376,68
80.550867,1020,565
80.741536,419,146
81.424749,404,153
81.601986,390,58
81.776324,909,429
81.857153,380,66
82.026500,396,96
82.124881,381,84
82.198615,2221,192
82.255052,375,59
82.569574,4082,58
82.601548,417,94
82.869524,1074,393
82.910963,4081,69
82.970875,4146,69
83.282674,2359,52
83.434623,4082,80
83.451822,379,92
83.645240,959,450
83.854244,396,116
84.031469,383,37
84.136656,4085,43
84.331948,2315,80
84.503893,4074,38
84.714214,4091,63
84.778029,181,102
84.793176,897,429
84.799574,4090,169
84.944515,1337,123
85.059661,408,67
85.278269,1047,397
85.289911,2170,60
85.478995,1315,166
85.692844,381,81
85.724098,997,529
85.958917,404,92
86.033579,415,83
86.037005,401,94
86.042412,436,91
86.058350,394,84
86.061107,314,18
86.150606,373,50
86.237306,405,104
86.295010,385,66
86.559544,4091,44
86.633562,206,163
86.882075,373,78
86.977128,389,89
87.536849,394,95
87.541406,91,16
87.594512,394,103
87.710656,407,91
87.994101,2390,142
87.999415,4083,35
88.199031,393,112
88.533306,391,105
88.555603,4087,53
88.576495,1014,394
88.670643,4074,55
88.677124,405,103
89.043997,1995,100
89.122765,371,68
89.147053,1047,535
89.211341,4081,86
89.365449,393,83
89.382842,371,48
89.976213,398,141
90.209632,399,83
90.369624,371,91
90.385430,197,217
90.388199,4088,27
90.477069,877,395
90.567298,406,88
90.762431,4078,39
90.784882,380,132
90.961394,380,53
90.999461,443,110
91.008264,4078,241
91.019432,372,49
91.064306,3747,120
91.330415,4092,45
91.491793,425,87
91.732285,1091,412
91.898164,4079,29
92.242616,418,83
92.304861,4074,34
92.524631,1680,48
92.708248,374,49
92.736340,321,18
92.887133,2584,160
92.909872,1070,373
92.941664,4079,42
93.118865,370,70
93.583951,4075,42
93.642223,403,90
93.650695,418,88
93.731166,405,89
93.795375,397,134
93.880183,943,142
93.988651,394,82
94.127176,376,68
94.543491,378,53
94.571548,378,70
94.609062,414,123
94.801971,212,183
94.891964,169,168
94.946960,4093,61
94.954434,4083,54
95.104095,4085,29
95.110579,376,74
95.248072,181,201
95.261760,4076,107
95.286254,408,89
95.425200,4079,61
95.452503,4084,57
95.634301,397,98
95.769238,2724,109
95.805624,4083,75
95.810108,391,161
95.848689,1014,394
95.889484,385,97
95.902274,415,113
95.984221,4084,25
96.104681,412,101
96.109512,4074,50
96.343041,1111,459
96.517573,2376,45
96.518598,407,113
96.661552,2966,55
96.902665,380,73
97.048368,382,99
97.073149,375,52
97.107511,206,158
97.115101,410,96
97.521188,1036,451
97.689963,375,41
97.712558,385,102
97.865820,374,79
97.926162,4077,26
98.005622,181,142
98.020660,428,95
98.159386,376,42
98.246617,1315,160
98.290077,374,87
98.619544,382,78
98.630977,4081,53
98.673758,334,18
98.712537,381,96
98.726457,4081,69
99.050654,371,87
99.224058,4077,71
99.353569,2584,115
99.557632,200,183
99.710149,374,63
99.746870,873,382
99.774416,4087,39
100.013589,404,144
100.235935,4086,110
100.326130,200,179
100.428278,376,52
100.838190,2335,93
101.030729,4085,39
101.149255,382,87
101.376676,913,447
101.611204,1066,403
101.645998,392,65
101.709829,396,162
101.736705,4078,92
101.934634,2066,36
101.935455,4086,34
101.952059,1049,939
102.481271,2284,111
102.559277,1220,60
102.564468,1152,394
102.594576,9,118
102.710732,382,45
102.754084,913,394
102.787311,1152,418
102.831269,4079,58
103.195524,412,141
103.237020,385,85
103.433805,2511,105
103.943718,1044,395
104.030847,385,87
104.034163,376,76
104.202104,453,153
104.373117,1071,426
104.577868,913,394
104.581031,389,72
104.683793,1725,70
104.888906,372,69
105.024685,4073,95
105.101984,403,90
105.282825,4108,152
105.300288,370,51
105.517351,964,49
105.519349,4124,49
105.525452,371,83
105.746749,909,425
105.862579,1042,385
106.207641,4090,39
106.258252,303,18
106.313891,4078,56
106.360109,1006,398
106.393139,376,99
106.628270,1017,534
106.760542,2265,71
106.798131,403,95
106.849348,404,153
106.856634,1030,365
107.292651,394,95
107.339509,405,70
107.647605,2304,54
107.670044,4087,47
107.810447,418,101
107.811906,426,88
107.833697,395,92
107.976428,954,50
107.987525,392,89
108.161728,373,66
108.252288,1271,102
108.253084,380,92
108.344390,376,85
108.402386,379,83
108.444808,421,67
108.502290,2221,127
108.602265,4079,74
108.602591,4081,41
108.761036,379,121
108.765280,1014,394
109.056148,383,93
109.136026,867,409
109.183328,27,187
109.652483,197,217
109.755942,877,395
109.901248,874,394
110.031673,4076,27
110.089590,375,54
110.092992,431,158
110.141676,1247,401
110.141807,898,403
110.186052,412,112
110.249664,428,101
110.503100,403,92
110.503889,395,91
110.780331,4073,30
112.022021,1313,130
112.081494,394,92
112.159929,1011,56
112.447001,406,106
112.534899,4099,49
112.734707,405,98
112.885370,383,72
113.208522,1042,385
113.215383,375,62
113.454669,383,66
113.559374,1060,384
113.739618,385,91
113.800345,1099,403
113.847547,403,120
113.850076,480,86
113.881683,399,158
114.222770,4082,24
114.469577,4079,65
114.515330,4074,57
114.553920,1236,415
114.727425,1785,58
114.861575,4080,535
114.907597,377,57
114.933131,4095,42
114.963803,391,133
115.118515,1089,631
115.192221,4086,100
115.196837,4080,37
115.448348,889,403
115.514368,402,95
115.596015,397,98
115.653437,1078,416
115.653718,2689,95
115.722167,383,64
115.735211,1072,45
115.757970,4078,46
115.783856,1014,389
115.811856,959,465
115.822910,370,79
116.082250,4075,48
116.261218,4093,70
116.357069,410,98
116.369489,393,52
116.528104,181,106
116.618001,1070,412
116.693764,913,397
116.776597,4103,42
116.907944,4083,72
117.102055,897,429
117.303135,1073,454
117.488151,400,106
117.536173,1085,409
117.622475,1102,400
117.714765,402,113
117.727841,1029,396
117.743910,4073,38
117.775366,393,108
117.796788,203,159
117.889075,1082,577
118.086269,370,79
118.118162,2008,66
118.199025,4110,755
118.264682,120,12
118.450618,4074,45
118.471101,4078,75
118.536016,400,110
118.546028,2444,50
118.580821,1560,52
118.695279,4075,92
118.718918,4088,69
118.848863,215,163
118.947473,379,85
119.263704,4227,70
119.435753,1928,98
119.577139,375,76
119.587029,867,413
119.686956,875,406
119.872617,378,73
120.037365,380,51
120.464159,873,403
120.598289,2361,73
120.763022,4155,43
120.858871,4077,50
120.873815,4075,72
120.919794,409,89
121.010201,4081,52
121.042450,913,382
121.379778,406,100
121.462246,1123,411
121.701984,393,57
121.717753,398,101
122.038148,372,53
122.585889,4081,37
122.673640,381,134
122.775583,3723,120
122.835632,1075,362
122.845520,4078,37
123.113650,410,159
123.384775,385,80
123.964720,4073,198
123.978097,404,79
124.031444,4086,41
124.090668,384,78
124.285287,329,18
124.310089,4079,41
124.516292,421,112
124.548040,395,84
124.571955,401,194
124.738476,4089,102
124.873618,1314,202
124.893693,423,103
124.900298,381,70
124.900719,402,134
125.007662,181,133
125.106611,2355,70
125.386633,2495,116
125.464518,4083,148
125.829225,381,86
125.942557,2340,26
126.053954,1291,48
126.183915,1089,428
126.208857,32,192
126.402824,399,86
126.411197,383,60
126.411227,371,70
126.566580,406,83
126.886143,409,93
126.895397,410,91
127.033944,393,108
127.076713,4118,72
127.214426,460,95
127.238529,1071,428
127.303988,372,75
127.395085,4082,82
127.533736,31,125
127.631013,966,432
127.671430,402,91
127.689795,377,49
127.712655,398,90
127.766703,447,117
127.887630,379,64
127.909656,1313,159
127.979250,1017,613
128.154352,425,84
128.360362,4089,49
128.366492,412,110
128.537343,874,394
128.807093,2200,43
128.857342,1259,46
129.010478,4120,44
129.036077,371,64
129.052110,427,99
129.102006,1117,410
129.362411,1041,576
129.415789,181,311
129.423977,4094,45
129.431788,397,88
129.488622,386,106
129.572262,897,397
129.612317,411,110
129.726372,203,167
129.842251,3116,107
130.049784,406,94
130.080812,410,113
130.106224,327,18
130.220221,397,96
130.366599,1030,408
130.405076,1014,394
130.595589,1115,396
130.913035,376,87
130.998017,1168,452
131.112922,424,107
131.232631,181,186
131.351334,4073,76
131.411524,1147,93
131.415317,4082,28
131.430177,1020,565
131.600644,2491,55
131.714647,4084,136
132.025989,393,100
132.267293,4079,232
132.574614,371,55
132.880387,371,65
132.974204,1586,104
133.082516,4073,35
133.166634,1017,397
133.201421,376,75
133.228942,379,48
133.251229,877,409
133.280123,4087,52
133.347176,1110,411
133.404629,408,127
133.431558,1997,81
133.566038,167,217
133.668899,1315,181
133.756572,4078,43
133.906953,410,132
133.958105,4076,42
134.192418,404,92
134.269637,909,428
134.285104,405,114
134.472356,181,112
134.643253,4082,46
134.719050,5380,46
134.738927,376,61
134.964159,389,90
135.028463,1031,395
135.206312,1236,415
135.388700,417,72
135.410752,1166,37
135.435377,4087,50
135.450202,373,107
135.477574,3356,90
135.480029,424,54
135.576433,54,190
135.611032,452,92
135.934005,401,88
135.948384,405,96
136.014307,375,67
136.062447,898,403
136.378166,408,93
136.410300,430,96
136.443048,1094,442
136.508955,746,68
136.510030,4075,44
136.539433,386,69
137.000609,412,102
137.579227,391,86
137.617810,1041,589
137.865239,1085,409
138.022103,370,51
138.060987,171,164
138.091464,3513,72
138.352379,407,101
138.421948,4079,36
138.513800,400,108
138.600712,1053,450
138.728183,861,124
138.747825,398,93
138.996145,375,72
139.130400,4078,36
139.160778,423,103
139.172744,4088,60
139.277549,406,102
139.418660,397,107
139.461456,1505,110
139.493601,394,86
139.835254,2700,77
139.954111,387,72
139.957563,1894,109
140.002408,386,80
140.078038,2152,75
140.301590,1123,409
140.341825,406,108
140.364421,3086,45
140.371716,322,18
140.498718,4073,56
140.505230,401,90
141.048498,405,93
141.049691,397,82
141.207119,385,95
141.265290,406,132
141.266145,410,108
141.542286,4096,58
141.610739,420,104
141.707118,408,85
141.837788,373,71
142.027092,4083,31
142.136834,206,162
142.248222,376,50
142.366452,386,74
142.374158,4084,43
142.441260,397,106
142.456199,399,105
142.499920,391,95
142.696846,4127,45
143.061493,394,111
143.146727,401,93
143.221032,159,210
143.770475,58,129
144.683720,1131,398
144.744914,1314,204
144.773039,4077,44
144.908230,4089,92
145.144685,405,85
145.175038,404,99
145.175600,392,85
145.247037,4075,28
145.398280,400,126
145.503668,4079,78
145.512390,433,86
145.514600,4088,86
145.631962,4087,38
145.813340,429,77
146.130807,2057,101
146.241105,404,107
146.454426,4090,27
146.526992,1111,48
146.601758,400,86
146.706627,4077,109
146.823959,405,141
146.850437,4081,38
146.959334,403,97
146.986342,376,72
147.001990,372,50
147.050691,1037,385
147.150285,4089,44
147.153792,1247,396
147.163567,1099,377
147.801033,420,172
148.034716,4092,87
148.038599,2451,32
148.057796,390,63
148.128810,4081,42
148.312016,125,158
148.570786,1110,398
148.989570,406,117
149.037708,181,83
149.191786,401,127
149.292799,395,112
149.306374,385,80
149.325762,1313,223
149.424604,1992,63
149.470709,372,58
149.544822,385,116
149.629720,4091,61
149.714582,1101,421
149.961327,409,92
150.165711,3732,147
150.235806,398,96
150.245327,406,108
150.352738,407,143
150.398968,424,85
150.415259,4091,60
150.440776,4078,232
150.591585,419,54
150.686135,4374,114
150.687726,393,83
150.779820,408,85
150.851546,1595,107
150.961919,397,98
150.971826,1111,423
151.194266,374,51
151.253228,1310,147
151.552418,181,133
151.564086,399,143
151.671746,2628,96
151.865702,431,115
152.171309,386,91
152.580897,36,133
152.632009,4098,68
152.751070,374,90
153.021536,413,96
153.437600,4100,62
153.466441,440,92
153.738549,3984,113
153.756123,4093,127
153.898290,425,148
153.956267,404,104
153.961722,395,107
153.982027,385,49
154.197598,1141,520
154.358473,1993,50
154.550065,395,112
154.563427,181,160
154.607478,410,183
154.628459,1760,132
154.720614,4076,78
154.889924,4099,60
155.018559,4094,28
155.039891,4084,69
155.268601,4094,43
155.653401,390,90
155.756811,4082,38
155.778550,398,96
155.791427,398,53
155.930834,399,92
155.980111,873,428
156.130119,429,104
156.130711,2752,68
156.258588,414,100
156.289964,1793,99
156.481143,120,12
156.576592,867,413
156.646551,181,182
156.709818,380,72
156.734904,4086,60
156.862330,4127,40
156.906529,398,90
156.971434,424,68
157.034047,374,62
157.042216,4146,56
157.182989,132,160
157.213119,1018,401
157.298770,403,88
157.361770,387,24
157.370455,399,110
157.375925,4094,107
157.376741,1077,96
157.616975,398,92
157.732346,381,73
157.795554,370,54
157.826513,397,98
157.842047,1092,373
157.895919,1349,199
158.045295,386,69
158.155760,404,145
158.460298,386,131
158.949351,3602,93
159.069313,399,103
159.137863,406,128
159.392194,966,427
159.539428,1886,144
159.541105,376,92
159.790438,312,18
159.983743,212,179
159.991014,4079,27
160.027283,1060,507
160.117758,401,168
160.261780,1042,385
160.366564,1662,108
160.735709,1053,428
161.030044,376,48
161.079300,4080,31
161.221883,378,69
161.637858,4143,79
161.957693,420,81
162.060540,1061,416
162.095726,411,104
162.206022,384,84
162.271779,1090,424
162.500319,4085,43
162.802409,394,109
163.047125,426,109
163.227787,300,18
163.427707,1101,385
163.445116,4077,90
163.589671,383,70
163.887406,4089,54
163.907261,4075,56
163.988894,4080,26
164.122068,397,89
164.227126,1141,391
164.252068,1648,60
164.257837,402,119
164.263119,4084,66
164.469916,4083,32
164.537817,381,73
164.556408,412,151
164.766457,395,112
165.421657,2625,81
165.445461,2460,114
165.717473,421,108
165.790828,181,121
166.152836,393,95
166.527539,372,62
166.546944,409,136
166.581311,396,109
167.139213,1424,122
167.192680,373,76
167.251105,4072,27
167.275257,4087,39
167.412439,1119,99
167.417321,400,123
167.715356,4121,52
167.837783,402,129
167.933421,393,95
167.969012,2411,45
168.073869,4080,47
168.099370,429,100
168.437026,397,78
168.457389,4083,56
168.490441,395,93
168.655594,4128,59
168.763235,409,90
168.825872,434,91
168.826397,1026,528
168.875736,426,85
168.954045,986,592
169.065096,408,87
169.263366,1430,78
169.319362,399,95
169.545321,4088,336
169.748855,385,74
169.878271,377,78
170.021300,4084,42
170.024475,380,84
170.036458,1004,78
170.205242,4083,161
170.455051,4079,87
170.563170,504,105
170.804679,373,82
171.707411,1424,65
171.728899,430,104
172.252334,1894,90
172.477897,398,94
172.535194,4081,111
172.654731,427,92
172.710596,4075,27
172.713515,978,110
173.135088,375,69
173.187633,408,100
173.561622,377,75
173.832302,396,92
173.996907,1041,576
174.062567,393,88
174.133972,212,162
174.308714,885,87
174.357407,397,57
174.532600,396,76
174.533305,4080,73
175.006046,1110,411
175.233752,408,123
175.246185,375,83
175.288468,4090,54
175.295584,4077,28
175.349555,373,75
175.686410,4093,29
175.736960,1827,103
176.022328,382,59
176.370855,4082,36
176.411077,1078,388
176.674818,4088,42
176.691964,380,84
177.044316,4075,135
177.105826,4088,64
177.130259,391,131
177.321399,4089,71
177.350379,181,162
177.557457,4075,43
177.625348,413,102
177.896010,4086,46
177.919531,410,112
177.937321,237,14
177.961104,386,76
178.187533,409,115
178.235594,386,69
178.304949,1964,65
178.379054,398,111
178.570759,397,116
178.592336,394,93
178.604427,120,12
178.783581,407,101
178.874334,1058,418
178.949681,1807,117
178.951527,452,87
178.985820,406,200
179.084557,4080,79
179.149887,383,106
179.174749,402,134
179.339594,4100,172
179.535030,1821,112
179.536906,1930,51
179.621587,1174,73
179.939506,382,95
179.987925,4080,47
180.049139,1317,153
180.454131,394,88
180.465759,402,91
180.495400,4149,41
180.517060,1190,414
181.047800,409,145
181.090578,383,90
181.320884,903,89
181.368390,391,103
181.516840,4084,37
181.532232,401,167
181.596088,397,55
181.661540,203,183
181.683680,404,82
181.705617,4095,30
181.711533,401,97
181.735912,1813,53
181.862576,387,109
182.079525,385,89
182.093349,4080,28
182.142642,374,84
182.673701,2343,70
182.896280,382,72
182.907183,406,97
182.937591,4087,171
183.195249,1977,72
183.220478,372,81
183.242385,4107,43
183.312894,381,109
183.538214,1152,394
183.691219,2510,107
183.848452,409,105
183.923713,392,77
184.014248,374,65
184.125599,28,121
184.203243,1018,401
184.365355,399,110
184.501268,405,95
184.569599,1052,97
184.633764,1734,85
184.837191,398,109
184.996706,4089,41
185.042277,427,109
185.229318,417,116
185.464104,406,96
185.603558,392,83
185.673000,1087,95
185.934127,2383,78
185.965750,1099,63
186.021640,388,76
186.116540,392,80
186.250170,1024,608
186.285413,395,136
186.286898,387,71
186.294500,4095,56
186.335605,1890,79
186.521295,1101,385
186.663326,411,125
186.707545,456,101
186.812333,1027,430
186.847796,377,71
186.859291,4085,51
186.898760,384,54
187.205181,399,157
187.260826,397,101
187.385739,375,76
187.390676,391,51
187.399814,4078,154
187.986077,402,103
188.014821,394,183
188.142731,422,180
188.219625,897,395
188.424534,419,53
188.533460,404,77
188.600099,408,87
188.713507,397,91
188.918384,422,137
188.920733,439,94
189.011564,370,52
189.137832,4075,46
189.230803,375,49
189.304470,405,78
189.758219,4083,87
190.417122,1783,90
190.505133,420,109
190.552096,181,326
190.773119,380,80
190.808334,405,117
190.930281,1087,534
191.169870,1178,437
191.182820,200,161
191.202447,447,114
191.570314,4087,57
191.600252,1060,507
191.845598,398,83
191.845720,4078,53
191.866904,4090,144
191.919887,1190,392
191.992439,4090,28
192.169774,4085,48
192.204150,1610,88
192.413041,4076,53
192.485573,412,110
